MARKET PLACE,Customer Site ID,Customer Name,Product Code,Product Serial Number,Equipment Rental Payment/Month
PACIFIC NORTHWEST,216398,BENEFITS RESOURCE,D2,MPG38557,203
NORTH FLORIDA,216795,ECHEZABAL AND ASSOCIATES INC,D3,NNY05093,76
NORTH FLORIDA,216861,GULF COAST JEWISH,A3,NDV01413,0
NORTH FLORIDA,216979,IBM SE EMPLOYEES FEDERAL CU TAMPA MLK,M1,CE305390,168
NORTH FLORIDA,217018,IBM SOUTHEAST EMPLYE FED CRDT UN HARBORVIEW PLZ,M1,CE305380,168
NORTH FLORIDA,217170,CFI WESTGATE RESORTS HOSPITALITY,D3,MPH26713,0
NORTH FLORIDA,217180,TUPPERWARE USA INC WW HUMAN RESOURCES,F1,A2828501959,52
NORTH FLORIDA,217181,TWPPERWARE USA INC WW FINANCIAL RELATIONS,F1,A2828800406,52
NORTH FLORIDA,217182,TUPPERWA5RE USA INC WW TAX,F1,A2828800408,52
NORTH FLORIDA,217182,TUPPERWA5RE USA INC WW TAX,F1,A2828800409,52
NORTH FLORIDA,217189,CFI WESTGATE RESORTS ACCOUNTING RM 106,D3,MPH26697,0
NORTH FLORIDA,217189,CFI WESTGATE RESORTS ACCOUNTING RM 106,D3,MPH26596,0
NORTH FLORIDA,217247,WINTER HAVEN HOSPITAL INC CATH LAB 4TH FLR,D3,MPH26674,129
SOUTH FLORIDA,217304,UNIVISION NETWORK LP GALAVISION NETWORK,D2,MPG30106,300
SOUTH FLORIDA,217304,UNIVISION NETWORK LP GALAVISION NETWORK,D3,NNV12126,316
SOUTH FLORIDA,217304,UNIVISION NETWORK LP GALAVISION NETWORK,F1,UEF50549,50
SOUTH FLORIDA,217304,UNIVISION NETWORK LP GALAVISION NETWORK,F1,UYS58181,99
SOUTH FLORIDA,217304,UNIVISION NETWORK LP GALAVISION NETWORK,F1,ZKM15827,70
SOUTH FLORIDA,217304,UNIVISION NETWORK LP GALAVISION NETWORK,F1,ZKM14993,70
SOUTH FLORIDA,217304,UNIVISION NETWORK LP GALAVISION NETWORK,F1,ZKM15826,70
SOUTH FLORIDA,217304,UNIVISION NETWORK LP GALAVISION NETWORK,F1,ZKM15812,70
SOUTH FLORIDA,217304,UNIVISION NETWORK LP GALAVISION NETWORK,F1,ZKM15811,70
SOUTH FLORIDA,217304,UNIVISION NETWORK LP GALAVISION NETWORK,F1,UFW28457,186
CHICAGO WISCONSIN,217457,SHERIDAN PARK APARTMENTS,D1,H6626405888,332
NORTH FLORIDA,217795,ATLAS ORTHOPEDICS & SPORT MEDICINE STE 350,D1,MQU02666,123
NORTH FLORIDA,218076,CFI WESTGATE RESORTS SALES DEPT,D2,MPG41325,138
NORTH FLORIDA,218519,CITY OF SAINT PETERSBURG BEACH POLICE DEPT,D2,NPR10866,201
CHICAGO WISCONSIN,218769,THE RISE GRP,D2,MPG53296,254
PACIFIC NORTHWEST,218829,MARTIN SELIG REAL ESTATE,A4,NDK62013,0
PACIFIC NORTHWEST,218829,MARTIN SELIG REAL ESTATE,F1,UFW02149,0
NORTH FLORIDA,218935,THE LOWRY GROUP INC STE 200 FL 2,D2,MPG38695,188
SOUTH FLORIDA,219016,AD MORGAN CORP STE 133,D2,MPG37835,0
SOUTH FLORIDA,219050,ZAY MANAGEMENT INC STE 114,D1,H6726405704,84
SOUTH FLORIDA,219051,CITY OF FORT LAUDERDALE FINANCE DEPARTMENT,D4,NSN06856,471
SOUTH FLORIDA,219053,CITY OF FORT LAUDERDALE COMMUNCATIONS DEPARTMENT,D4,NSN06584,471
PACIFIC NORTHWEST,219319,ODWALLA,D1,NPC01165,130
NORTH FLORIDA,219359,CALVERY CHAPEL,D2,NPR26486,116
MINNESOTA IOWA,219880,NASH FINCH CO SUPPLIES ONLY,D3,NQG14007,536
MINNESOTA IOWA,219887,FORTUNE EXPRESS,F1,2001614,100
MINNESOTA IOWA,220036,CEDAR MANOR,A1,NUN30235,408
NORTH FLORIDA,220073,LANDSTAR HOME,D2,MPG38381,249
NORTH FLORIDA,220109,RUMBERGER KIRK CALDWELL LLP,A2,NCH00503,120
NORTH FLORIDA,220126,UNIVERSITY OF SOUTH FLA STARVOS CENTER BUILDING,D2,MPG38465,176
SOUTH FLORIDA,220189,VILLAGE OF WELLINGTON OFC OF PUB INFORMATION,A4,NJE45267,471
SOUTH FLORIDA,220546,VILLAGE OF WELLINGTON WASTE WATER TRTMNT PLANT,D2,MPG41587,221
NORTH FLORIDA,221279,SUNGARD CORBEL,D1,A9029030490,210
NORTH FLORIDA,221772,CJ CARVALHO CONSTRUCTION INC,A1,NVH14356,53
PACIFIC NORTHWEST,221817,XANTREX TECHNOLOGY HEART INTERFACE,F1,UYS05364,65
NORTH FLORIDA,221984,RENAR GOLF COMMUNITIES 2,F1,ZKM10487,64
SOUTH FLORIDA,222008,THE FITNESS CO,D1,H1700900456,145
NORTH FLORIDA,222238,MARIA E MORA MD PA,F1,UFK13769,52
SOUTH FLORIDA,222754,WILSON MILLER STE 100A,A4,NDK16999,259
SOUTH FLORIDA,223046,TAX HOUSE CORP STE 6,D4,MNB04131,0
NORTH FLORIDA,223237,PENN TANK LINES,A2,NGM29789,167
SOUTH FLORIDA,223654,THE BERKLEY GRP,D2,ZTZ02928,80
NORTH FLORIDA,224235,STERLING EQUITIES STE 118,F1,M0879000586,70
SOUTH FLORIDA,224671,RVM VACATIONS LLC,F1,UYP02067,63
NORTH FLORIDA,225293,TLC ENGINEERING FOR ARCHITECT,D4,H7126801315,385
SOUTH FLORIDA,225310,VISUAL COORDINATIONS BY CAROLE TALBOTT INC,D3,NNY09002,168
CHICAGO WISCONSIN,225432,STOUT RISIUS ROSS INC,F1,UYP58213,65
NORTH FLORIDA,225558,MT MORIAH BAPTIST CHURCH,D4,NNT10974,"1,012"
NORTH FLORIDA,225636,HOSPICE LAKE & SUMTER INC,D4,MPL11828,0
NORTH FLORIDA,225650,MERIDIAN BEHAVIORAL,D3,NQG17896,343
NORTH FLORIDA,225706,HOUSING AUTHORITY OF THE CITY TAMPA STE 300,D3,MPH39408,287
NORTH FLORIDA,225855,PLUMMER CONSTRUCTION CO,D1,NJP02901,145
SOUTH FLORIDA,227261,PALM LAKE SOCIAL CLUB INC,D1,H6836101899,138
NORTH FLORIDA,227361,SHANDS LEGAL SERVICES,D3,NQJ12146,125
SOUTH FLORIDA,227440,MED PRO BILLING,D3,NQJ58516,159
NORTH FLORIDA,227594,PARSONS BRINCKERHOFF,A4,NJF02523,175
SOUTH FLORIDA,227666,GULFCOAST JEWISH FAMILY NOVA PALMS RETIRE RESIS,A2,NCH03287,320
SOUTH FLORIDA,227717,IBM SE EMPLOYEES FEDERAL CU,M1,CE305774,168
NORTH FLORIDA,227852,PULTE HOMES CORP STE 803M,BLANK,NLU07694,166
SOUTH FLORIDA,227971,WOOD PARTNERS ALTA TERRACE,D1,NJP02760,203
CHICAGO WISCONSIN,228414,MESIROW FINANCIAL,D4,MPL28123,0
CHICAGO WISCONSIN,228414,MESIROW FINANCIAL,F1,UYP67452,100
CHICAGO WISCONSIN,228414,MESIROW FINANCIAL,F1,ZKM12331,54
MINNESOTA IOWA,228464,JODIE A BUEHLER DDS,A1,H4207102825,132
CHICAGO WISCONSIN,228635,NANOSPHERE INC,D3,NQJ51412,251
CHICAGO WISCONSIN,228644,QUEST INTL,F1,UYR53273,168
CHICAGO WISCONSIN,228644,QUEST INTL,F1,UYP61914,136
CHICAGO WISCONSIN,228644,QUEST INTL,F1,UYP61964,135
CHICAGO WISCONSIN,228644,QUEST INTL,F1,YKM08014,42
CHICAGO WISCONSIN,228644,QUEST INTL,F1,ZKM11760,51
SOUTH FLORIDA,228826,URBAN LEAGUE OF BROWARD PROJECT #210,A4,NJE36078,144
SOUTH FLORIDA,228861,SBI AND COMPANY INC,D1,MQS03191,171
NORTH FLORIDA,229146,SHANDS HEALTHCARE AT AGH FACILITIES DEV S ANNEX,A4,NJE07403,93
NORTH FLORIDA,229181,PULTE HOMES CORP,D2,MPG25352,277
NORTH FLORIDA,229388,HOSPICE OF LAKE AND SUMTER,D3,MPH20421,0
NORTH FLORIDA,229417,TURNER CONSTRUCTION CO JOB SITE TRL,A2,NBX14926,67
NORTH FLORIDA,229643,GULF COAST JEWISH,A2,NGM33928,181
NORTH FLORIDA,230421,ROTTLUND HOMES OF FL INC,D1,NJP00173,77
NORTH FLORIDA,230425,POE FINANCIAL GROUP INC 2 HARBOR PL STE 700,D4,H4715201335,670
NORTH FLORIDA,230697,ROTTLUND HOMES OF FLORIDA,D1,NFY08240,77
CHICAGO WISCONSIN,230744,SAINT BERNARD HOSPITAL BUSINESS OFFICE,A1,A7418850963,86
SOUTH FLORIDA,231008,JEWISH COMMUNITY SVCS OF SOUTH FLA INC,A1,NVF79850,59
CHICAGO WISCONSIN,231244,IN BEV USA,CR,L00004939,261
CHICAGO WISCONSIN,231244,IN BEV USA,M1,NFS05890,218
CHICAGO WISCONSIN,231244,IN BEV USA,C2,NNC05634,782
MINNESOTA IOWA,231338,FAIRFIELD INN,D2,H2501201106,198
CHICAGO WISCONSIN,231401,AUNT MARTHAS GARFIELD GROVE HOME,F1,ULR69339,42
NORTH FLORIDA,232054,INTERSTATE INSURANCE SERVICES,D3,MPH19061,487
NORTH FLORIDA,232054,INTERSTATE INSURANCE SERVICES,D3,MPH19131,487
NORTH FLORIDA,232054,INTERSTATE INSURANCE SERVICES,D3,MPH18241,487
NORTH FLORIDA,232054,INTERSTATE INSURANCE SERVICES,D4,MPL21839,768
CHICAGO WISCONSIN,232374,AUNT MARTHAS GLENWOOD,F1,ULR82740,42
SOUTH FLORIDA,233014,CL FINANCIAL,D2,NPR00966,257
NORTH FLORIDA,233548,PIPELINE TRANSPORTATION,D2,J0121501068,260
NORTH FLORIDA,233919,MAIL & DETAILS INC,C2,NNC04661,80
NORTH FLORIDA,233919,MAIL & DETAILS INC,D4,H5316101058,43
NORTH FLORIDA,233921,TRANSCONTINENTAL TITLE CO STE 200,D4,MPL29340,"1,240"
SOUTH FLORIDA,234961,JOHN J KIRLIN INC FLORIDA DIV STE 200,A4,NDK45957,0
MINNESOTA IOWA,235093,BETHANY PRESBYTERIAN CHURCH,A7,81114708,114
SOUTH FLORIDA,235907,BLUE CROSS BLUE SHIELD STE 400,D1,H4300300221,103
SOUTH FLORIDA,235907,BLUE CROSS BLUE SHIELD STE 400,D4,A7909510344,400
SOUTH FLORIDA,235907,BLUE CROSS BLUE SHIELD STE 400,D4,A7909500252,400
MINNESOTA IOWA,237044,BANKERS TRUST,D4,H7116300440,295
CHICAGO WISCONSIN,237108,QUEBECOR WORLD PRINTING,D3,NQG22778,260
CHICAGO WISCONSIN,237108,QUEBECOR WORLD PRINTING,D3,NNV13470,257
CHICAGO WISCONSIN,237108,QUEBECOR WORLD PRINTING,D3,NQG20142,344
CHICAGO WISCONSIN,237108,QUEBECOR WORLD PRINTING,D4,MNB00437,507
CHICAGO WISCONSIN,237135,HAMPTON INN & SUITES,M1,3386030525,0
SOUTH FLORIDA,237530,ALTMAN MNGNT,F1,UBZ04179,29
SOUTH FLORIDA,237530,ALTMAN MNGNT,F1,UBZ59758,29
NORTH FLORIDA,237879,COLDWELL BANKER,D3,NQJ58574,278
NORTH FLORIDA,238740,TRANSCONTINENTAL TITLE CO,D4,MPL29407,"1,240"
NORTH FLORIDA,239814,SOUTHDOWN INC STE 100B,D3,NQG26486,327
SOUTH FLORIDA,240185,CHARLOTTE SUN HERALD,F1,ULR86265,50
MINNESOTA IOWA,240310,PINEVIEW PARTNERS LP PINEVIEW APARTMENTS,A1,H4216503822,145
NORTH FLORIDA,241371,COLDWELL BANKER,D3,NQJ60803,278
NORTH FLORIDA,241371,COLDWELL BANKER,D3,NNY18529,278
SOUTH FLORIDA,241572,RICHARD BERTRAM INC,D3,NQG12744,350
NORTH FLORIDA,241838,COLDWELL BANKER,D3,NQJ60812,272
NORTH FLORIDA,241838,COLDWELL BANKER,F1,UYS60666,46
NORTH FLORIDA,241838,COLDWELL BANKER,F1,UYS60689,46
CHICAGO WISCONSIN,241838,AIROOM INC,A4,A7037520482,188
CHICAGO WISCONSIN,241890,CCIM INSTITUTE,D3,H7216300710,583
CHICAGO WISCONSIN,241890,CCIM INSTITUTE,F1,A1410500290,124
CHICAGO WISCONSIN,241890,CCIM INSTITUTE,F1,A2818601640,92
CHICAGO WISCONSIN,242082,NICE SYSTEMS,D3,A7699840654,267
CHICAGO WISCONSIN,242106,FRASER PAPER CO,D4,NLE02262,484
CHICAGO WISCONSIN,242106,FRASER PAPER CO,F1,UYG29225,36
NORTH FLORIDA,243069,STARWOOD VACATION OWNERSHIP,D4,MPL22311,874
NORTH FLORIDA,243315,CINGULAR WIRELESS STE 11,D3,NNV09778,364
NORTH FLORIDA,243340,CONVERGYS,D4,NNT14962,683
NORTH FLORIDA,243385,EARLEY MORRIS & HOLLIS ASSOCIATES,F1,UBY07185,54
SOUTH FLORIDA,243474,CATALFUMO CONSTRUCTION DIVOSTA TRALIER,D2,MPG20773,316
NORTH FLORIDA,243498,STEELE WORX INC STE 201,D2,MNS08058,323
NORTH FLORIDA,243615,RCOM,D4,A9049120214,449
SOUTH FLORIDA,244150,C R KLEWIN FAU COLLEGE OF NURSING,A4,NJE38755,424
SOUTH FLORIDA,244793,ROYAL CARIBBEAN CRUISES 4TH FLR STE 400,D4,MPL01282,304
MINNESOTA IOWA,245033,LYNNWOOD PARTNERS LP LYNNWOOD APARTMENTS,M1,A7371050009,81
MINNESOTA IOWA,245033,LYNNWOOD PARTNERS LP LYNNWOOD APARTMENTS,A1,H4216403667,145
MINNESOTA IOWA,245692,REGIONAL OFFICE OF EDUCATION,D4,NSN03629,418
NORTH FLORIDA,245767,HAMILTON CNTY HGH SCHL,D3,MQJ01549,206
NORTH FLORIDA,245767,HAMILTON CNTY HGH SCHL,D4,MPL26267,344
CHICAGO WISCONSIN,246176,ARAMARK,M1,166151192,449
CHICAGO WISCONSIN,246176,ARAMARK,M1,166151733,343
CHICAGO WISCONSIN,246176,ARAMARK,M1,166151710,225
CHICAGO WISCONSIN,246176,ARAMARK,D4,166002450,579
CHICAGO WISCONSIN,246176,ARAMARK,D4,166009656,"1,513"
CHICAGO WISCONSIN,246176,ARAMARK,D4,166014342,"1,272"
CHICAGO WISCONSIN,246176,ARAMARK,F1,M2690514731,113
SOUTH FLORIDA,246373,PROCTOR CONSTRUCTION CO,D3,NQG13492,354
SOUTH FLORIDA,246373,PROCTOR CONSTRUCTION CO,F1,UYP58573,52
SOUTH FLORIDA,246593,SAILFISH FENTURES LLC,D1,H9248601870,211
SOUTH FLORIDA,247332,SUNLIFEMATERNAL CHILD NET WOOD PA STE 309,D2,MPG19876,167
SOUTH FLORIDA,247640,ILLUSTRATED PROPERTIES,D3,NNV04390,241
NORTH FLORIDA,247836,SHANDS MATERIALS MGT PEOPLESOFT PROJECT,D3,NQJ36619,150
NORTH FLORIDA,247883,COMMUNITY RESOURCE CTR,D3,NQJ32243,210
NORTH FLORIDA,247896,MARSH USA INC STE 700A,C3,NSL00086,"1,176"
NORTH FLORIDA,247896,MARSH USA INC STE 700A,D3,MPH26638,789
NORTH FLORIDA,247896,MARSH USA INC STE 700A,D3,MPH26608,789
SOUTH FLORIDA,247957,NDC CONSTRUCTION CO,D3,MPH48660,497
MINNESOTA IOWA,248545,ARBORS PARTNERS LP THE ARBORS APARTMENTS,A1,H4216503598,145
SOUTH FLORIDA,248741,WANNADO CITY ANCHOR D,D2,MPJ06897,401
SOUTH FLORIDA,249115,BAKER CONCRETE CNSTR INC TRAILER 1,A4,NDK68945,350
SOUTH FLORIDA,249334,CITY OF MIRAMAR,D3,MQJ01981,264
SOUTH FLORIDA,249392,BEAUCHAMP CONSTRUCTION CO STE 207,D1,J9046602654,0
MINNESOTA IOWA,249630,IA INTERSTATE RAILROAD,D1,NFZ01568,72
NORTH FLORIDA,249932,HERNANDO COUNTY SCHL SUPER OFC & SFTY SCRTY,D4,NLE12929,0
NORTH FLORIDA,250077,CENTRAL HIGH SCHOOL PO 0500137,A4,VPG01467,26
NORTH FLORIDA,250077,CENTRAL HIGH SCHOOL PO 0500137,A4,NJE40631,26
NORTH FLORIDA,250077,CENTRAL HIGH SCHOOL PO 0500137,A4,NJE33895,26
SOUTH FLORIDA,250233,MIAMI DADE COUNTY HEALTH SUITE 200,D3,NNV13329,161
SOUTH FLORIDA,250233,MIAMI DADE COUNTY HEALTH SUITE 200,D3,NNV13530,161
CHICAGO WISCONSIN,250598,STRALFORS,D3,H7216300680,407
GREATER CAPITAL,251301,FISHER DIAGNOSTICS,D3,A7698850882,278
CHICAGO WISCONSIN,251435,MOTOROLA MAILROOM,C1,P6020201548,0
SOUTH FLORIDA,252940,SIR SPEEDY,D5,MPB09967,"1,025"
SOUTH FLORIDA,252940,SIR SPEEDY,D6,MPT03074,"1,025"
NORTH FLORIDA,253664,COLDWELL BANKER,D2,NPR38686,170
NORTH FLORIDA,253672,JACOBS CIVIL TRAILER,D2,MPJ06412,456
CHICAGO WISCONSIN,254038,MESIROW FINANCIAL,F1,UEW07135,40
CHICAGO WISCONSIN,255223,STATE PLACE STATESTREET ASSN MESIROW,F1,ZKM10577,34
CHICAGO WISCONSIN,255223,STATE PLACE STATESTREET ASSN MESIROW,D2,MPG01283,136
CHICAGO WISCONSIN,257590,JOHN BUCK CO,F1,A2819301419,75
CHICAGO WISCONSIN,257604,TRUE WORLD FOODS INC,D2,MPG06789,330
CHICAGO WISCONSIN,257604,TRUE WORLD FOODS INC,D2,MPJ01076,409
NORTH FLORIDA,257642,STARWOOD VACATION OWNER SHIP INC CARIBBEAN SALES,D4,NRV00194,470
NORTH FLORIDA,257645,GRAPHIC SYSTEMS,D3,H5206501193,449
NORTH FLORIDA,257729,OFFICE OF STATE ATTORNEY CLARK OFF BLDG STE 302,A4,NJE44766,177
SOUTH FLORIDA,258811,KONIANONIA WORSHIP CTR BLDG G,A4,NJE01148,339
CHICAGO WISCONSIN,259168,ZF SALES AND SERVICE NORTH AMERICA LLC,D2,A7428070509,290
SOUTH FLORIDA,259188,JOHN J KIRLIN STE 200,D2,NPR39471,122
NORTH FLORIDA,259696,HELLO FLORIDA INC,D4,A7708920561,314
SOUTH FLORIDA,259888,JOHN J KIRLIN INC OF FLA CONSTRUCTION TRAILER,D3,H5206501364,176
NORTH FLORIDA,260115,FLORIDA PHYSICIAN MED GRP STE 1400,D4,NNT15860,444
SOUTH FLORIDA,260315,CR KLEWIN INC,A4,NJE06219,203
CHICAGO WISCONSIN,260379,ALLSTATE INSURANCE PRINT COMMUNICATION FACILITY,D6,1,6
NORTH FLORIDA,260721,THE VILLAGES INC,D4,MPL29129,0
MINNESOTA IOWA,260736,MEDIACOM,D3,NQJ36070,292
NORTH FLORIDA,260846,COLDWELL BANKER,D2,NPR38715,170
NORTH FLORIDA,261205,ASSOC GLOBAL SYSTEM GOV COMPLIANCE,D1,MRU00079,492
CHICAGO WISCONSIN,261716,WM WRIGLEY JR CO,D4,NSN08666,510
CHICAGO WISCONSIN,261716,WM WRIGLEY JR CO,D4,NSN09384,510
CHICAGO WISCONSIN,261716,WM WRIGLEY JR CO,D4,NSN07333,510
CHICAGO WISCONSIN,261716,WM WRIGLEY JR CO,D4,NSN09428,466
CHICAGO WISCONSIN,261716,WM WRIGLEY JR CO,D4,NSN07334,510
CHICAGO WISCONSIN,261716,WM WRIGLEY JR CO,D5,MPB10208,796
CHICAGO WISCONSIN,261716,WM WRIGLEY JR CO,D6,MPT02658,"1,066"
CHICAGO WISCONSIN,261716,WM WRIGLEY JR CO,C2,H6320700169,734
SOUTH FLORIDA,261721,ACCESS INDUSTRIES STE R 5,A3,NDV06789,0
MINNESOTA IOWA,261745,RIVERVIEW PLACE PARTNERS REGENCY HEIGHTS APT,A1,H4216704294,145
MINNESOTA IOWA,261753,ROOSEVELT ELEMENTARY AMES COMMUNITY SCHL,D2,H2510501179,173
SOUTH FLORIDA,261962,CATALFUMO CONSTRUCTION & DEVELOPMENT,D2,MPG27758,375
SOUTH FLORIDA,262061,GOLF VIEW ELEMENTARY ALPHA SCHOOL,D2,NPR11379,163
SOUTH FLORIDA,262716,PENTAIR POOL PRODUCTS THE OCEAN AGE,F1,UYP16755,113
NORTH FLORIDA,262997,COMSYS SERVICES LLC STE 105,F1,ZKM06937,135
NORTH FLORIDA,263129,SIEMENS,A2,NHE02326,86
SOUTH FLORIDA,263200,COMMUNITY BLOOD CENTERS,C1,MQF01606,390
SOUTH FLORIDA,263225,MAIN HIGHWAY DEVELOPMENT STE 113,D2,NPR19724,149
NORTH FLORIDA,263288,HOSPICE OF LAKE & SUMTER,D3,MPH20567,0
CHICAGO WISCONSIN,263484,MOTHERS CAKES & COOKIES PARMALAT,F1,UYS70780,96
SOUTH FLORIDA,263521,CHASE MANHATTAN BANK,F1,UYP19360,88
SOUTH FLORIDA,264316,COMMUNITY BLOOD CTRS OF S FL,D4,MPL32721,368
SOUTH FLORIDA,264639,JOHN J KIRLIN INC OF FLA,D3,H7017101526,272
SOUTH FLORIDA,264657,CR KLEWIN SOUTHEAST,A4,NJE41670,424
SOUTH FLORIDA,264779,RENAR DEVELOPMENT,D3,NQJ18189,0
NORTH FLORIDA,265068,COLDWELL BANKER STE 201,D2,NPR38705,170
SOUTH FLORIDA,265152,CATALFUMO CONSTRUCTION,D3,MPH05078,476
NORTH FLORIDA,265245,ALACHUA BRADFORD REG WORKFORCE BD,D3,NNV15310,161
CHICAGO WISCONSIN,265549,AUNT MARTHAS YOUTH CTR,F1,A2819401296,72
CHICAGO WISCONSIN,265551,AUNT MARTHA'S YOUTH CNTR,D2,J0110901005,108
SOUTH FLORIDA,266290,NDC CONSTRUCTION,D3,MPH50837,497
NORTH FLORIDA,266651,TRANSCONTINENTAL RECORDS STE 107,D1,NJP09306,287
SOUTH FLORIDA,267043,AMERICAN BANCSHARES,D3,MPH05167,254
CHICAGO WISCONSIN,267339,SENTE & RUBEL LTD,D4,NSN00980,991
CHICAGO WISCONSIN,267809,CITY OF ROCKFORD,A4,NA,84
CHICAGO WISCONSIN,267809,CITY OF ROCKFORD,A4,NA,84
CHICAGO WISCONSIN,267809,CITY OF ROCKFORD,A4,NA,84
CHICAGO WISCONSIN,267809,CITY OF ROCKFORD,A4,NA,84
CHICAGO WISCONSIN,267809,CITY OF ROCKFORD,D4,NA,84
CHICAGO WISCONSIN,269739,AUNT MARTHAS,D4,H7117002314,207
CHICAGO WISCONSIN,270968,MEADEN & MOORE,D2,J0111002239,129
CHICAGO WISCONSIN,272483,DVD MGMT,D2,NPR37148,177
CHICAGO WISCONSIN,273737,AUNT MARTHAS YOUTH SERVICE CTR,D4,H4715900687,302
CHICAGO WISCONSIN,275061,USF DISTRIBUTION,D4,H5316100837,238
CHICAGO WISCONSIN,275061,USF DISTRIBUTION,D5,H4815000749,499
MINNESOTA IOWA,275083,ALLIANT ENERGY LOWER LEVEL,D3,A7698880768,110
CHICAGO WISCONSIN,279049,FOX RIVER GROVE LIBRARY,D1,H6817201328,93
MINNESOTA IOWA,280489,KEOKUK AREA HOSP,D2,NPR16244,200
CHICAGO WISCONSIN,281945,MOTOROLA,D3,MPH14248,245
CHICAGO WISCONSIN,281948,ACCELERATED REHAB CTR,D2,J0111102380,165
CHICAGO WISCONSIN,281965,AUNT MARTHAS YOUTH SVC,D2,J0111102534,146
CHICAGO WISCONSIN,283815,SONOCO,D1,H9019602311,72
CHICAGO WISCONSIN,286668,WESTBROOK WEST CONDO ASSN,D3,MPH14409,271
CHICAGO WISCONSIN,289023,INTERNATIONAL REAL PROPERTY FOUNDATION,D3,MPH14951,867
MINNESOTA IOWA,289059,MARTIN LUTHER HOMES,A4,NDK31299,175
MINNESOTA IOWA,289081,MARSHALLTOWN COMMUNITY SCHOOL BLDG & GROUND,A4,NDK00138,600
CHICAGO WISCONSIN,290487,LAKESIDE VA MEDCL CTR,D3,H7017102113,314
MINNESOTA IOWA,295917,DAVENPORT PUBLIC LIBRARY,A2,A7669120321,68
MINNESOTA IOWA,295920,ALLIANT ENERGY,A2,A7678100048,84
MINNESOTA IOWA,295921,SURGICAL SPECIALISTS OF KEOKUK,D2,NPR08039,237
CHICAGO WISCONSIN,297098,QUEBECOR WORLD PREMEDIA ACCOUNTS PAYABLE,D4,NNT26452,665
CHICAGO WISCONSIN,300091,IL SECRETARY OF STATE ACCOUNTING REVENUE,D3,H7216900274,236
CHICAGO WISCONSIN,302335,IL STATE POLICE ROCKFORD FORENSIC LAB,D4,H4725300217,439
CHICAGO WISCONSIN,302335,IL STATE POLICE ROCKFORD FORENSIC LAB,D4,H4725300228,439
CHICAGO WISCONSIN,303569,BURNHAM NATION WIDE STE 450,P7,J2010700068,938
CHICAGO WISCONSIN,303573,HEIDRICK & STRUGGLES,D3,H7026502338,181
CHICAGO WISCONSIN,304986,IL DEPT OF REVENUE PROCUREMENT,D2,J0121600106,105
CHICAGO WISCONSIN,306372,IL DEPT OF REVENUE,D2,J0121600190,105
CHICAGO WISCONSIN,306372,IL DEPT OF REVENUE,D2,J0121600062,105
CHICAGO WISCONSIN,306372,IL DEPT OF REVENUE,D2,J0121600107,105
CHICAGO WISCONSIN,306372,IL DEPT OF REVENUE,D2,J0121600061,105
CHICAGO WISCONSIN,306399,AUNT MARTHAS YOUTH SERVICE CTR,D2,J0121700155,281
CHICAGO WISCONSIN,310050,KRALOVEC MARQUARD DOYLE,D2,A7429030408,193
CHICAGO WISCONSIN,311300,IL STATE POLICE INTERNAL INVESTIGATION,D4,H4725500202,404
CHICAGO WISCONSIN,311306,RHONDA GLICK,D1,H9229000987,146
CHICAGO WISCONSIN,311309,GRANT THORNTON,D4,NRL03054,520
MINNESOTA IOWA,312457,AUDIOLOGY SERVICES,F1,UEW18591,96
MINNESOTA IOWA,313364,REMAX ADVANTAGE REALTY,D2,J0121900854,130
CHICAGO WISCONSIN,317680,THE LEED COUNCIL,D2,J0122000315,191
CHICAGO WISCONSIN,321520,UNION PLANTERS BANK NA,D4,NLE07594,521
CHICAGO WISCONSIN,322806,REHABILITATION INSTITUTE,D1,H1700201473,0
CHICAGO WISCONSIN,322806,REHABILITATION INSTITUTE,D2,A7429090091,136
CHICAGO WISCONSIN,322809,WOODFIELD REALTY HOLDING CO LLC,F1,A2829100122,81
CHICAGO WISCONSIN,324865,AUMILLER YOUNGQUIST PC,D3,H7016801645,268
CHICAGO WISCONSIN,328565,CLARK ENGINEERS STE 1750,D3,NQJ57370,0
CHICAGO WISCONSIN,331276,DEPT OF PROFESSIONAL REG JRTC STE 9 300,D4,J4226000216,539
CHICAGO WISCONSIN,333619,MERCY HOSP,A1,H4206504206,28
CHICAGO WISCONSIN,336153,INTEGRATIVE CARE CTR,D2,MPG18351,883
CHICAGO WISCONSIN,336156,DEPT CHILDREN & FMLY SVCS LEGAL,D5,J4325900509,671
CHICAGO WISCONSIN,336168,JOHN J MADDEN MENTAL HEALTH CTR,D4,J5321100660,777
CHICAGO WISCONSIN,336168,JOHN J MADDEN MENTAL HEALTH CTR,D4,J5321100318,777
CHICAGO WISCONSIN,336168,JOHN J MADDEN MENTAL HEALTH CTR,D4,J5321100716,777
CHICAGO WISCONSIN,336168,JOHN J MADDEN MENTAL HEALTH CTR,D4,J5321100896,777
CHICAGO WISCONSIN,336168,JOHN J MADDEN MENTAL HEALTH CTR,D4,J5321100674,777
CHICAGO WISCONSIN,336168,JOHN J MADDEN MENTAL HEALTH CTR,D5,J4326000164,671
CHICAGO WISCONSIN,336325,LAW TITLE,D4,H5306301079,424
MINNESOTA IOWA,337338,J ASHLYN INC COPYLAND,BLANK,A3846080204,150
CHICAGO WISCONSIN,339146,DISCOVER INTL CO,A6,179421477,"1,864"
